Week_end,Indicator,High_industry,Value
2020-12-20,Weekly earnings - median - 20 days,C Services,1017.5
2020-12-20,Weekly earnings - median - 20 days,Z No Match,556.25
2020-12-20,Weekly earnings - upper quartile - 20 days,Total,1500.94
2020-12-20,Weekly earnings - upper quartile - 20 days,A Primary,1333.8
2020-12-20,Weekly earnings - upper quartile - 20 days,B Goods Producing,1610.49
2020-12-20,Weekly earnings - upper quartile - 20 days,C Services,1500
2020-12-20,Weekly earnings - upper quartile - 20 days,Z No Match,806.27
2020-12-20,Weekly earnings - lower quartile - 20 days,Total,675.6
2020-12-20,Weekly earnings - lower quartile - 20 days,A Primary,618.28
2020-12-20,Weekly earnings - lower quartile - 20 days,B Goods Producing,913
2020-12-20,Weekly earnings - lower quartile - 20 days,C Services,639.32
2020-12-20,Weekly earnings - lower quartile - 20 days,Z No Match,293.48
2020-12-27,Number of paid jobs - 20 days,Total,1927570
2020-12-27,Number of paid jobs - 20 days,A Primary,89840
2020-12-27,Number of paid jobs - 20 days,B Goods Producing,355680
2020-12-27,Number of paid jobs - 20 days,C Services,1431620
2020-12-27,Number of paid jobs - 20 days,Z No Match,50440
2020-12-27,Weekly earnings - median - 20 days,Total,1045.43
2020-12-27,Weekly earnings - median - 20 days,A Primary,945.23
2020-12-27,Weekly earnings - median - 20 days,B Goods Producing,1133.22
2020-12-27,Weekly earnings - median - 20 days,C Services,1040.63
2020-12-27,Weekly earnings - median - 20 days,Z No Match,652.91
2020-12-27,Weekly earnings - upper quartile - 20 days,Total,1482.63
2020-12-27,Weekly earnings - upper quartile - 20 days,A Primary,1287.37
2020-12-27,Weekly earnings - upper quartile - 20 days,B Goods Producing,1500
2020-12-27,Weekly earnings - upper quartile - 20 days,C Services,1514.42
2020-12-27,Weekly earnings - upper quartile - 20 days,Z No Match,941.66
2020-12-27,Weekly earnings - lower quartile - 20 days,Total,700
2020-12-27,Weekly earnings - lower quartile - 20 days,A Primary,552.11
2020-12-27,Weekly earnings - lower quartile - 20 days,B Goods Producing,865.38
2020-12-27,Weekly earnings - lower quartile - 20 days,C Services,676.71
2020-12-27,Weekly earnings - lower quartile - 20 days,Z No Match,417.99
2021-01-03,Number of paid jobs - 20 days,Total,1879520
2021-01-03,Number of paid jobs - 20 days,A Primary,84910
2021-01-03,Number of paid jobs - 20 days,B Goods Producing,342020
2021-01-03,Number of paid jobs - 20 days,C Services,1403040
2021-01-03,Number of paid jobs - 20 days,Z No Match,49540
2021-01-03,Weekly earnings - median - 20 days,Total,1055.34
2021-01-03,Weekly earnings - median - 20 days,A Primary,961.5
2021-01-03,Weekly earnings - median - 20 days,B Goods Producing,1124.33
2021-01-03,Weekly earnings - median - 20 days,C Services,1056.5
2021-01-03,Weekly earnings - median - 20 days,Z No Match,666.56
2021-01-03,Weekly earnings - upper quartile - 20 days,Total,1485.18
2021-01-03,Weekly earnings - upper quartile - 20 days,A Primary,1293
2021-01-03,Weekly earnings - upper quartile - 20 days,B Goods Producing,1477.94
2021-01-03,Weekly earnings - upper quartile - 20 days,C Services,1524.89
2021-01-03,Weekly earnings - upper quartile - 20 days,Z No Match,955.24
2021-01-03,Weekly earnings - lower quartile - 20 days,Total,702.46
2021-01-03,Weekly earnings - lower quartile - 20 days,A Primary,562.37
2021-01-03,Weekly earnings - lower quartile - 20 days,B Goods Producing,841.95
2021-01-03,Weekly earnings - lower quartile - 20 days,C Services,690.35
2021-01-03,Weekly earnings - lower quartile - 20 days,Z No Match,441.54
2021-01-10,Number of paid jobs - 20 days,Total,1895600
2021-01-10,Number of paid jobs - 20 days,A Primary,89620
2021-01-10,Number of paid jobs - 20 days,B Goods Producing,350180
2021-01-10,Number of paid jobs - 20 days,C Services,1405240
2021-01-10,Number of paid jobs - 20 days,Z No Match,50550
2021-01-10,Weekly earnings - median - 20 days,Total,1040
2021-01-10,Weekly earnings - median - 20 days,A Primary,960
2021-01-10,Weekly earnings - median - 20 days,B Goods Producing,1138.24
2021-01-10,Weekly earnings - median - 20 days,C Services,1034.96
2021-01-10,Weekly earnings - median - 20 days,Z No Match,655.74
2021-01-10,Weekly earnings - upper quartile - 20 days,Total,1478.5
2021-01-10,Weekly earnings - upper quartile - 20 days,A Primary,1288.46
2021-01-10,Weekly earnings - upper quartile - 20 days,B Goods Producing,1495.76
2021-01-10,Weekly earnings - upper quartile - 20 days,C Services,1507.5
2021-01-10,Weekly earnings - upper quartile - 20 days,Z No Match,942.42
2021-01-10,Weekly earnings - lower quartile - 20 days,Total,685.3
2021-01-10,Weekly earnings - lower quartile - 20 days,A Primary,580
2021-01-10,Weekly earnings - lower quartile - 20 days,B Goods Producing,849
2021-01-10,Weekly earnings - lower quartile - 20 days,C Services,667
2021-01-10,Weekly earnings - lower quartile - 20 days,Z No Match,418.5
2021-01-17,Number of paid jobs - 20 days,Total,1924540
2021-01-17,Number of paid jobs - 20 days,A Primary,91160
2021-01-17,Number of paid jobs - 20 days,B Goods Producing,358620
2021-01-17,Number of paid jobs - 20 days,C Services,1423470
2021-01-17,Number of paid jobs - 20 days,Z No Match,51300
2021-01-17,Weekly earnings - median - 20 days,Total,1037.5
2021-01-17,Weekly earnings - median - 20 days,A Primary,974
2021-01-17,Weekly earnings - median - 20 days,B Goods Producing,1145.39
2021-01-17,Weekly earnings - median - 20 days,C Services,1021.85
2021-01-17,Weekly earnings - median - 20 days,Z No Match,651.31
2021-01-17,Weekly earnings - upper quartile - 20 days,Total,1471.15
2021-01-17,Weekly earnings - upper quartile - 20 days,A Primary,1296
2021-01-17,Weekly earnings - upper quartile - 20 days,B Goods Producing,1500
2021-01-17,Weekly earnings - upper quartile - 20 days,C Services,1495.2
2021-01-17,Weekly earnings - upper quartile - 20 days,Z No Match,937.76
2021-01-17,Weekly earnings - lower quartile - 20 days,Total,692.9
2021-01-17,Weekly earnings - lower quartile - 20 days,A Primary,640.2
2021-01-17,Weekly earnings - lower quartile - 20 days,B Goods Producing,871.72
2021-01-17,Weekly earnings - lower quartile - 20 days,C Services,660.9
2021-01-17,Weekly earnings - lower quartile - 20 days,Z No Match,413.32
2021-01-24,Number of paid jobs - 20 days,Total,1938840
2021-01-24,Number of paid jobs - 20 days,A Primary,91300
2021-01-24,Number of paid jobs - 20 days,B Goods Producing,363240
2021-01-24,Number of paid jobs - 20 days,C Services,1432420
2021-01-24,Number of paid jobs - 20 days,Z No Match,51870
2021-01-24,Weekly earnings - median - 20 days,Total,1038.46
2021-01-24,Weekly earnings - median - 20 days,A Primary,956.57
2021-01-24,Weekly earnings - median - 20 days,B Goods Producing,1153.85
2021-01-24,Weekly earnings - median - 20 days,C Services,1021.1
2021-01-24,Weekly earnings - median - 20 days,Z No Match,653.07
2021-01-24,Weekly earnings - upper quartile - 20 days,Total,1466.51
2021-01-24,Weekly earnings - upper quartile - 20 days,A Primary,1270.08
2021-01-24,Weekly earnings - upper quartile - 20 days,B Goods Producing,1500
2021-01-24,Weekly earnings - upper quartile - 20 days,C Services,1489.52
2021-01-24,Weekly earnings - upper quartile - 20 days,Z No Match,937.14
2021-01-24,Weekly earnings - lower quartile - 20 days,Total,699.97
2021-01-24,Weekly earnings - lower quartile - 20 days,A Primary,612.36
2021-01-24,Weekly earnings - lower quartile - 20 days,B Goods Producing,885.73
2021-01-24,Weekly earnings - lower quartile - 20 days,C Services,662.73
2021-01-24,Weekly earnings - lower quartile - 20 days,Z No Match,411.88
2021-01-31,Number of paid jobs - 20 days,Total,1971090
2021-01-31,Number of paid jobs - 20 days,A Primary,90080
2021-01-31,Number of paid jobs - 20 days,B Goods Producing,366100
2021-01-31,Number of paid jobs - 20 days,C Services,1464340
2021-01-31,Number of paid jobs - 20 days,Z No Match,50570
2021-01-31,Weekly earnings - median - 20 days,Total,1036.54
2021-01-31,Weekly earnings - median - 20 days,A Primary,967.65
2021-01-31,Weekly earnings - median - 20 days,B Goods Producing,1153.85
2021-01-31,Weekly earnings - median - 20 days,C Services,1018.98
2021-01-31,Weekly earnings - median - 20 days,Z No Match,675.54
2021-01-31,Weekly earnings - upper quartile - 20 days,Total,1462.5
2021-01-31,Weekly earnings - upper quartile - 20 days,A Primary,1300
2021-01-31,Weekly earnings - upper quartile - 20 days,B Goods Producing,1500
2021-01-31,Weekly earnings - upper quartile - 20 days,C Services,1480.81
2021-01-31,Weekly earnings - upper quartile - 20 days,Z No Match,961.94
2021-01-31,Weekly earnings - lower quartile - 20 days,Total,688.08
2021-01-31,Weekly earnings - lower quartile - 20 days,A Primary,631.5
2021-01-31,Weekly earnings - lower quartile - 20 days,B Goods Producing,888.14
2021-01-31,Weekly earnings - lower quartile - 20 days,C Services,642.6
2021-01-31,Weekly earnings - lower quartile - 20 days,Z No Match,418
2021-02-07,Number of paid jobs - 20 days,Total,1972640
2021-02-07,Number of paid jobs - 20 days,A Primary,88140
2021-02-07,Number of paid jobs - 20 days,B Goods Producing,367010
2021-02-07,Number of paid jobs - 20 days,C Services,1467090
2021-02-07,Number of paid jobs - 20 days,Z No Match,50400
2021-02-07,Weekly earnings - median - 20 days,Total,1051.04
2021-02-07,Weekly earnings - median - 20 days,A Primary,987.6
2021-02-07,Weekly earnings - median - 20 days,B Goods Producing,1154.15
2021-02-07,Weekly earnings - median - 20 days,C Services,1033.06
2021-02-07,Weekly earnings - median - 20 days,Z No Match,630.16
2021-02-07,Weekly earnings - upper quartile - 20 days,Total,1478.5
2021-02-07,Weekly earnings - upper quartile - 20 days,A Primary,1320
2021-02-07,Weekly earnings - upper quartile - 20 days,B Goods Producing,1499.24
2021-02-07,Weekly earnings - upper quartile - 20 days,C Services,1496
2021-02-07,Weekly earnings - upper quartile - 20 days,Z No Match,1088.58
2021-02-07,Weekly earnings - lower quartile - 20 days,Total,700
2021-02-07,Weekly earnings - lower quartile - 20 days,A Primary,642.52
2021-02-07,Weekly earnings - lower quartile - 20 days,B Goods Producing,893.07
2021-02-07,Weekly earnings - lower quartile - 20 days,C Services,656.1
2021-02-07,Weekly earnings - lower quartile - 20 days,Z No Match,269.05
2021-02-14,Number of paid jobs - 20 days,Total,1984290
2021-02-14,Number of paid jobs - 20 days,A Primary,86970
2021-02-14,Number of paid jobs - 20 days,B Goods Producing,368350
2021-02-14,Number of paid jobs - 20 days,C Services,1478570
2021-02-14,Number of paid jobs - 20 days,Z No Match,50390
2021-02-14,Weekly earnings - median - 20 days,Total,1041
2021-02-14,Weekly earnings - median - 20 days,A Primary,972.5
2021-02-14,Weekly earnings - median - 20 days,B Goods Producing,1161.67
2021-02-14,Weekly earnings - median - 20 days,C Services,1021.5
2021-02-14,Weekly earnings - median - 20 days,Z No Match,680.4
2021-02-14,Weekly earnings - upper quartile - 20 days,Total,1475
2021-02-14,Weekly earnings - upper quartile - 20 days,A Primary,1306.94
2021-02-14,Weekly earnings - upper quartile - 20 days,B Goods Producing,1515.11
2021-02-14,Weekly earnings - upper quartile - 20 days,C Services,1490.4
2021-02-14,Weekly earnings - upper quartile - 20 days,Z No Match,951.3
2021-02-14,Weekly earnings - lower quartile - 20 days,Total,686.83
2021-02-14,Weekly earnings - lower quartile - 20 days,A Primary,607.39
2021-02-14,Weekly earnings - lower quartile - 20 days,B Goods Producing,895.25
2021-02-14,Weekly earnings - lower quartile - 20 days,C Services,641.75
2021-02-14,Weekly earnings - lower quartile - 20 days,Z No Match,409.09
2021-02-21,Number of paid jobs - 20 days,Total,1976960
2021-02-21,Number of paid jobs - 20 days,A Primary,86670
2021-02-21,Number of paid jobs - 20 days,B Goods Producing,366970
2021-02-21,Number of paid jobs - 20 days,C Services,1472730
2021-02-21,Number of paid jobs - 20 days,Z No Match,50590
2021-02-21,Weekly earnings - median - 20 days,Total,1038.46
2021-02-21,Weekly earnings - median - 20 days,A Primary,979.16
2021-02-21,Weekly earnings - median - 20 days,B Goods Producing,1160.67
2021-02-21,Weekly earnings - median - 20 days,C Services,1019.2
2021-02-21,Weekly earnings - median - 20 days,Z No Match,645.86
2021-02-21,Weekly earnings - upper quartile - 20 days,Total,1466.11
2021-02-21,Weekly earnings - upper quartile - 20 days,A Primary,1307.69
2021-02-21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1511.72
2021-02-21,Weekly earnings - upper quartile - 20 days,C Services,1480.77
2021-02-21,Weekly earnings - upper quartile - 20 days,Z No Match,932.83
2021-02-21,Weekly earnings - lower quartile - 20 days,Total,682.22
2021-02-21,Weekly earnings - lower quartile - 20 days,A Primary,610
2021-02-21,Weekly earnings - lower quartile - 20 days,B Goods Producing,893.2
2021-02-21,Weekly earnings - lower quartile - 20 days,C Services,640
2021-02-21,Weekly earnings - lower quartile - 20 days,Z No Match,404.7
2021-02-28,Number of paid jobs - 20 days,Total,1960320
2021-02-28,Number of paid jobs - 20 days,A Primary,86670
2021-02-28,Number of paid jobs - 20 days,B Goods Producing,368260
2021-02-28,Number of paid jobs - 20 days,C Services,1454740
2021-02-28,Number of paid jobs - 20 days,Z No Match,50640
2021-02-28,Weekly earnings - median - 20 days,Total,1000
2021-02-28,Weekly earnings - median - 20 days,A Primary,1000
2021-02-28,Weekly earnings - median - 20 days,B Goods Producing,1167.5
2021-02-28,Weekly earnings - median - 20 days,C Services,960.75
2021-02-28,Weekly earnings - median - 20 days,Z No Match,640.71
2021-02-28,Weekly earnings - upper quartile - 20 days,Total,1422.71
2021-02-28,Weekly earnings - upper quartile - 20 days,A Primary,1340
2021-02-28,Weekly earnings - upper quartile - 20 days,B Goods Producing,1527
2021-02-28,Weekly earnings - upper quartile - 20 days,C Services,1405.38
2021-02-28,Weekly earnings - upper quartile - 20 days,Z No Match,927.3
2021-02-28,Weekly earnings - lower quartile - 20 days,Total,603.5
2021-02-28,Weekly earnings - lower quartile - 20 days,A Primary,635.58
2021-02-28,Weekly earnings - lower quartile - 20 days,B Goods Producing,897.99
2021-02-28,Weekly earnings - lower quartile - 20 days,C Services,531.43
2021-02-28,Weekly earnings - lower quartile - 20 days,Z No Match,392.81
2021-03-07,Number of paid jobs - 20 days,Total,1978650
2021-03-07,Number of paid jobs - 20 days,A Primary,85150
2021-03-07,Number of paid jobs - 20 days,B Goods Producing,366150
2021-03-07,Number of paid jobs - 20 days,C Services,1475340
2021-03-07,Number of paid jobs - 20 days,Z No Match,52010
2021-03-07,Weekly earnings - median - 20 days,Total,1039.5
2021-03-07,Weekly earnings - median - 20 days,A Primary,1001
2021-03-07,Weekly earnings - median - 20 days,B Goods Producing,1168.5
2021-03-07,Weekly earnings - median - 20 days,C Services,1016.11
2021-03-07,Weekly earnings - median - 20 days,Z No Match,649.47
2021-03-07,Weekly earnings - upper quartile - 20 days,Total,1475.36
2021-03-07,Weekly earnings - upper quartile - 20 days,A Primary,1337.1
2021-03-07,Weekly earnings - upper quartile - 20 days,B Goods Producing,1523.99
2021-03-07,Weekly earnings - upper quartile - 20 days,C Services,1486.5
2021-03-07,Weekly earnings - upper quartile - 20 days,Z No Match,936.71
2021-03-07,Weekly earnings - lower quartile - 20 days,Total,672.75
2021-03-07,Weekly earnings - lower quartile - 20 days,A Primary,627.71
2021-03-07,Weekly earnings - lower quartile - 20 days,B Goods Producing,899.89
2021-03-07,Weekly earnings - lower quartile - 20 days,C Services,624.62
2021-03-07,Weekly earnings - lower quartile - 20 days,Z No Match,401.73
2021-03-14,Number of paid jobs - 20 days,Total,1993460
2021-03-14,Number of paid jobs - 20 days,A Primary,84700
2021-03-14,Number of paid jobs - 20 days,B Goods Producing,367190
2021-03-14,Number of paid jobs - 20 days,C Services,1488850
2021-03-14,Number of paid jobs - 20 days,Z No Match,52720
2021-03-14,Weekly earnings - median - 20 days,Total,1040
2021-03-14,Weekly earnings - median - 20 days,A Primary,1000
2021-03-14,Weekly earnings - median - 20 days,B Goods Producing,1176
2021-03-14,Weekly earnings - median - 20 days,C Services,1016
2021-03-14,Weekly earnings - median - 20 days,Z No Match,655.97
2021-03-14,Weekly earnings - upper quartile - 20 days,Total,1475.06
2021-03-14,Weekly earnings - upper quartile - 20 days,A Primary,1327.2
2021-03-14,Weekly earnings - upper quartile - 20 days,B Goods Producing,1534.5
2021-03-14,Weekly earnings - upper quartile - 20 days,C Services,1483
2021-03-14,Weekly earnings - upper quartile - 20 days,Z No Match,944.6
2021-03-14,Weekly earnings - lower quartile - 20 days,Total,673.07
2021-03-14,Weekly earnings - lower quartile - 20 days,A Primary,645.84
2021-03-14,Weekly earnings - lower quartile - 20 days,B Goods Producing,901.9
2021-03-14,Weekly earnings - lower quartile - 20 days,C Services,622.19
2021-03-14,Weekly earnings - lower quartile - 20 days,Z No Match,409.54
2021-03-21,Number of paid jobs - 20 days,Total,1995120
2021-03-21,Number of paid jobs - 20 days,A Primary,84070
2021-03-21,Number of paid jobs - 20 days,B Goods Producing,367440
2021-03-21,Number of paid jobs - 20 days,C Services,1490520
2021-03-21,Number of paid jobs - 20 days,Z No Match,53100
2021-03-21,Weekly earnings - median - 20 days,Total,1038.7
2021-03-21,Weekly earnings - median - 20 days,A Primary,1005.5
2021-03-21,Weekly earnings - median - 20 days,B Goods Producing,1176
2021-03-21,Weekly earnings - median - 20 days,C Services,1013.82
2021-03-21,Weekly earnings - median - 20 days,Z No Match,655.03
2021-03-21,Weekly earnings - upper quartile - 20 days,Total,1475.43
2021-03-21,Weekly earnings - upper quartile - 20 days,A Primary,1338.46
2021-03-21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1537.24
2021-03-21,Weekly earnings - upper quartile - 20 days,C Services,1482
2021-03-21,Weekly earnings - upper quartile - 20 days,Z No Match,943.36
2021-03-21,Weekly earnings - lower quartile - 20 days,Total,674.22
2021-03-21,Weekly earnings - lower quartile - 20 days,A Primary,650
2021-03-21,Weekly earnings - lower quartile - 20 days,B Goods Producing,901.43
2021-03-21,Weekly earnings - lower quartile - 20 days,C Services,624.65
2021-03-21,Weekly earnings - lower quartile - 20 days,Z No Match,404.13
2021-03-28,Number of paid jobs - 20 days,Total,1991240
2021-03-28,Number of paid jobs - 20 days,A Primary,84700
2021-03-28,Number of paid jobs - 20 days,B Goods Producing,368010
2021-03-28,Number of paid jobs - 20 days,C Services,1484600
2021-03-28,Number of paid jobs - 20 days,Z No Match,53940
2021-03-28,Weekly earnings - median - 20 days,Total,1047.23
2021-03-28,Weekly earnings - median - 20 days,A Primary,1015.63
2021-03-28,Weekly earnings - median - 20 days,B Goods Producing,1182.69
2021-03-28,Weekly earnings - median - 20 days,C Services,1023
2021-03-28,Weekly earnings - median - 20 days,Z No Match,656.92
2021-03-28,Weekly earnings - upper quartile - 20 days,Total,1492.92
2021-03-28,Weekly earnings - upper quartile - 20 days,A Primary,1352.22
2021-03-28,Weekly earnings - upper quartile - 20 days,B Goods Producing,1542.25
2021-03-28,Weekly earnings - upper quartile - 20 days,C Services,1501.5
2021-03-28,Weekly earnings - upper quartile - 20 days,Z No Match,951.16
2021-03-28,Weekly earnings - lower quartile - 20 days,Total,681.8
2021-03-28,Weekly earnings - lower quartile - 20 days,A Primary,644.8
2021-03-28,Weekly earnings - lower quartile - 20 days,B Goods Producing,903.85
2021-03-28,Weekly earnings - lower quartile - 20 days,C Services,633
2021-03-28,Weekly earnings - lower quartile - 20 days,Z No Match,400
2021-04-04,Number of paid jobs - 20 days,Total,1990960
2021-04-04,Number of paid jobs - 20 days,A Primary,82560
2021-04-04,Number of paid jobs - 20 days,B Goods Producing,368360
2021-04-04,Number of paid jobs - 20 days,C Services,1486290
2021-04-04,Number of paid jobs - 20 days,Z No Match,53750
2021-04-04,Weekly earnings - median - 20 days,Total,1053.14
2021-04-04,Weekly earnings - median - 20 days,A Primary,1016
2021-04-04,Weekly earnings - median - 20 days,B Goods Producing,1157
2021-04-04,Weekly earnings - median - 20 days,C Services,1038.32
2021-04-04,Weekly earnings - median - 20 days,Z No Match,645.9
2021-04-04,Weekly earnings - upper quartile - 20 days,Total,1490.58
2021-04-04,Weekly earnings - upper quartile - 20 days,A Primary,1350.42
2021-04-04,Weekly earnings - upper quartile - 20 days,B Goods Producing,1502.71
2021-04-04,Weekly earnings - upper quartile - 20 days,C Services,1519.24
2021-04-04,Weekly earnings - upper quartile - 20 days,Z No Match,936.26
2021-04-04,Weekly earnings - lower quartile - 20 days,Total,692.31
2021-04-04,Weekly earnings - lower quartile - 20 days,A Primary,646.49
2021-04-04,Weekly earnings - lower quartile - 20 days,B Goods Producing,900
2021-04-04,Weekly earnings - lower quartile - 20 days,C Services,647.76
2021-04-04,Weekly earnings - lower quartile - 20 days,Z No Match,394.06
2021-04-11,Number of paid jobs - 20 days,Total,2004660
2021-04-11,Number of paid jobs - 20 days,A Primary,82450
2021-04-11,Number of paid jobs - 20 days,B Goods Producing,368430
2021-04-11,Number of paid jobs - 20 days,C Services,1498690
2021-04-11,Number of paid jobs - 20 days,Z No Match,55100
2021-04-11,Weekly earnings - median - 20 days,Total,1059.86
2021-04-11,Weekly earnings - median - 20 days,A Primary,1030.4
2021-04-11,Weekly earnings - median - 20 days,B Goods Producing,1179.17
2021-04-11,Weekly earnings - median - 20 days,C Services,1042.27
2021-04-11,Weekly earnings - median - 20 days,Z No Match,664.34
2021-04-11,Weekly earnings - upper quartile - 20 days,Total,1498.2
2021-04-11,Weekly earnings - upper quartile - 20 days,A Primary,1350
2021-04-11,Weekly earnings - upper quartile - 20 days,B Goods Producing,1533.63
2021-04-11,Weekly earnings - upper quartile - 20 days,C Services,1517.21
2021-04-11,Weekly earnings - upper quartile - 20 days,Z No Match,961.54
2021-04-11,Weekly earnings - lower quartile - 20 days,Total,700
2021-04-11,Weekly earnings - lower quartile - 20 days,A Primary,670.75
2021-04-11,Weekly earnings - lower quartile - 20 days,B Goods Producing,914.7
2021-04-11,Weekly earnings - lower quartile - 20 days,C Services,650.03
2021-04-11,Weekly earnings - lower quartile - 20 days,Z No Match,410.1
2021-04-18,Number of paid jobs - 20 days,Total,2003250
2021-04-18,Number of paid jobs - 20 days,A Primary,81560
2021-04-18,Number of paid jobs - 20 days,B Goods Producing,367970
2021-04-18,Number of paid jobs - 20 days,C Services,1497710
2021-04-18,Number of paid jobs - 20 days,Z No Match,56000
2021-04-18,Weekly earnings - median - 20 days,Total,1054.77
2021-04-18,Weekly earnings - median - 20 days,A Primary,1017.5
2021-04-18,Weekly earnings - median - 20 days,B Goods Producing,1178
2021-04-18,Weekly earnings - median - 20 days,C Services,1034
2021-04-18,Weekly earnings - median - 20 days,Z No Match,671.62
2021-04-18,Weekly earnings - upper quartile - 20 days,Total,1490.59
2021-04-18,Weekly earnings - upper quartile - 20 days,A Primary,1344
2021-04-18,Weekly earnings - upper quartile - 20 days,B Goods Producing,1537.5
2021-04-18,Weekly earnings - upper quartile - 20 days,C Services,1506.22
2021-04-18,Weekly earnings - upper quartile - 20 days,Z No Match,973.87
2021-04-18,Weekly earnings - lower quartile - 20 days,Total,692.93
2021-04-18,Weekly earnings - lower quartile - 20 days,A Primary,672
2021-04-18,Weekly earnings - lower quartile - 20 days,B Goods Producing,912.39
2021-04-18,Weekly earnings - lower quartile - 20 days,C Services,644
2021-04-18,Weekly earnings - lower quartile - 20 days,Z No Match,413.32
2021-04-25,Number of paid jobs - 20 days,Total,2004310
2021-04-25,Number of paid jobs - 20 days,A Primary,81220
2021-04-25,Number of paid jobs - 20 days,B Goods Producing,369110
2021-04-25,Number of paid jobs - 20 days,C Services,1500640
2021-04-25,Number of paid jobs - 20 days,Z No Match,53340
2021-04-25,Weekly earnings - median - 20 days,Total,1060.8
2021-04-25,Weekly earnings - median - 20 days,A Primary,1020
2021-04-25,Weekly earnings - median - 20 days,B Goods Producing,1176.19
2021-04-25,Weekly earnings - median - 20 days,C Services,1041.71
2021-04-25,Weekly earnings - median - 20 days,Z No Match,723.12
2021-04-25,Weekly earnings - upper quartile - 20 days,Total,1497.28
2021-04-25,Weekly earnings - upper quartile - 20 days,A Primary,1341.83
2021-04-25,Weekly earnings - upper quartile - 20 days,B Goods Producing,1528.52
2021-04-25,Weekly earnings - upper quartile - 20 days,C Services,1512.78
2021-04-25,Weekly earnings - upper quartile - 20 days,Z No Match,1075.71
2021-04-25,Weekly earnings - lower quartile - 20 days,Total,703.4
2021-04-25,Weekly earnings - lower quartile - 20 days,A Primary,674.96
2021-04-25,Weekly earnings - lower quartile - 20 days,B Goods Producing,913.87
2021-04-25,Weekly earnings - lower quartile - 20 days,C Services,650
2021-04-25,Weekly earnings - lower quartile - 20 days,Z No Match,438.45
2021-05-02,Number of paid jobs - 20 days,Total,2000640
2021-05-02,Number of paid jobs - 20 days,A Primary,81590
2021-05-02,Number of paid jobs - 20 days,B Goods Producing,370880
2021-05-02,Number of paid jobs - 20 days,C Services,1493440
2021-05-02,Number of paid jobs - 20 days,Z No Match,54740
2021-05-02,Weekly earnings - median - 20 days,Total,1060.89
2021-05-02,Weekly earnings - median - 20 days,A Primary,1023.75
2021-05-02,Weekly earnings - median - 20 days,B Goods Producing,1183.57
2021-05-02,Weekly earnings - median - 20 days,C Services,1041.88
2021-05-02,Weekly earnings - median - 20 days,Z No Match,700.32
2021-05-02,Weekly earnings - upper quartile - 20 days,Total,1500
2021-05-02,Weekly earnings - upper quartile - 20 days,A Primary,1346.15
2021-05-02,Weekly earnings - upper quartile - 20 days,B Goods Producing,1537.61
2021-05-02,Weekly earnings - upper quartile - 20 days,C Services,1519
2021-05-02,Weekly earnings - upper quartile - 20 days,Z No Match,1004.66
2021-05-02,Weekly earnings - lower quartile - 20 days,Total,700.94
2021-05-02,Weekly earnings - lower quartile - 20 days,A Primary,680.2
2021-05-02,Weekly earnings - lower quartile - 20 days,B Goods Producing,916.42
2021-05-02,Weekly earnings - lower quartile - 20 days,C Services,649.92
2021-05-02,Weekly earnings - lower quartile - 20 days,Z No Match,425.65
2021-05-09,Number of paid jobs - 20 days,Total,1994420
2021-05-09,Number of paid jobs - 20 days,A Primary,79840
2021-05-09,Number of paid jobs - 20 days,B Goods Producing,368730
2021-05-09,Number of paid jobs - 20 days,C Services,1490460
2021-05-09,Number of paid jobs - 20 days,Z No Match,55380
2021-05-09,Weekly earnings - median - 20 days,Total,1023
2021-05-09,Weekly earnings - median - 20 days,A Primary,1016.93
2021-05-09,Weekly earnings - median - 20 days,B Goods Producing,1188
2021-05-09,Weekly earnings - median - 20 days,C Services,990.29
2021-05-09,Weekly earnings - median - 20 days,Z No Match,667.91
2021-05-09,Weekly earnings - upper quartile - 20 days,Total,1445.09
2021-05-09,Weekly earnings - upper quartile - 20 days,A Primary,1335.16
2021-05-09,Weekly earnings - upper quartile - 20 days,B Goods Producing,1538.46
2021-05-09,Weekly earnings - upper quartile - 20 days,C Services,1442.31
2021-05-09,Weekly earnings - upper quartile - 20 days,Z No Match,973.98
2021-05-09,Weekly earnings - lower quartile - 20 days,Total,617.12
2021-05-09,Weekly earnings - lower quartile - 20 days,A Primary,685.53
2021-05-09,Weekly earnings - lower quartile - 20 days,B Goods Producing,920
2021-05-09,Weekly earnings - lower quartile - 20 days,C Services,543.84
2021-05-09,Weekly earnings - lower quartile - 20 days,Z No Match,412.92
2021-05-16,Number of paid jobs - 20 days,Total,1996360
2021-05-16,Number of paid jobs - 20 days,A Primary,79060
2021-05-16,Number of paid jobs - 20 days,B Goods Producing,367850
2021-05-16,Number of paid jobs - 20 days,C Services,1493270
2021-05-16,Number of paid jobs - 20 days,Z No Match,56180
2021-05-16,Weekly earnings - median - 20 days,Total,1052.19
2021-05-16,Weekly earnings - median - 20 days,A Primary,1000
2021-05-16,Weekly earnings - median - 20 days,B Goods Producing,1184
2021-05-16,Weekly earnings - median - 20 days,C Services,1030.5
2021-05-16,Weekly earnings - median - 20 days,Z No Match,672
2021-05-16,Weekly earnings - upper quartile - 20 days,Total,1487.5
2021-05-16,Weekly earnings - upper quartile - 20 days,A Primary,1320
